,name,type,address,maxSeated,website,lat,lng
207,Michigan State University,College/University,"Michigan, USA",0,,44.3148443,-85.60236429999999
208,Mason High School,Public (K-12) School,"1001 S Barnes St, Mason, MI 48854, USA",0,,42.570886,-84.4353129
209,St. Clair Golf Club,Golf Course,"1714 River Rd, St Clair, MI 48079, USA",0,,42.8567539,-82.4804314
210,St. Clair County Community College,College/University,"323 Erie St, Port Huron, MI 48060, USA",0,,42.9781738,-82.4279188
211,YMCA of the Blue Water Area ,Recreation Center,"1525 3rd St, Port Huron, MI 48060, USA",0,,42.9680377,-82.4226267
212,IM Circle - MSU,College/University,"308 W Circle Dr, Okemos, MI 48864, USA",0,,42.7316712,-84.4857596
213,Holt High School,Public (K-12) School,"5885 W Holt Rd, Holt, MI 48842, USA",600,,42.6401556,-84.5796939
214,Forest Akers Golf Course,Golf Course,"3535 Forest Rd, Lansing, MI 48910, USA",0,,42.7053769,-84.5013925
215,Grand Ledge Country Club,Golf Course,"W St Joseph Hwy, Michigan, USA",0,,42.7265344,-84.8306413
216,Groesback Golf Course,Golf Course,"1523 E César E. Chávez Ave, Lansing, MI 48906, USA",0,,42.749066,-84.52615089999999
217,Demmer Shooting Sports Education & Training Center,Recreation Center,"4830 E Jolly Rd, Lansing, MI 48910, USA",0,,42.6817883,-84.4787644
218,Eagle Eye Golf & Banquet Center,Golf Course,"Chandler Rd, Bath Twp, MI, USA",1290,,42.8117807,-84.4837106
219,East Lansing High School,Public (K-12) School,"509 Burcham Dr, East Lansing, MI 48823, USA",0,,42.7425086,-84.478293
220,Eldorado Golf Course & Banquet Center,Golf Course,"3750 W Howell Rd, Mason, MI 48854, USA",0,,42.597413,-84.4933348
221,The Emerald Golf Course,Golf Course,"2300 W Maple Rapids Rd, St Johns, MI 48879, USA",0,,43.1039002,-84.5637686
222,Solitude Links Golf Course & Banquet Center,Golf Course,"5810 Flinchbaugh Rd, Kimball, MI 48074, USA",0,,42.9787463,-82.5590758
223,"Sanborn Park, Nature Area & Swimming Pool",Parks & Rec,"Pine Grove Ave & Sanborn St, Port Huron, MI 48060, USA",0,,41.9400678,-87.6419701
224,College Fields Golf Club,Golf Course,"3800 Hagadorn Rd, Okemos, MI 48864, USA",0,,42.69326969999999,-84.4589831
225,City Limits Sports Grill - East Lansing,Recreation Center,"2120 E Saginaw Hwy, East Lansing, MI 48823, USA",0,,42.766818,-84.428837
226,City Limits Bowling Center - Mason,Recreation Center,"801 N Cedar St, Mason, MI 48854, USA",0,,42.6047849,-84.4820026
227,Marysville Golf Course,Golf Course,"2080 River Rd, Marysville, MI 48040, USA",0,,42.8939138,-82.4756565
228,Leaning Tree Golf Course,Golf Course,"7860 Smiths Creek Rd, Township of Wales, MI 48027, USA",0,,42.9208987,-82.6357106
229,Lakeview Hills Golf Resort,Golf Course,"6560 Peck Rd, Lexington, MI 48450, USA",0,,43.26678159999999,-82.55793489999999
230,Huron Shores Golf Club,Golf Course,"1441 N Lakeshore Rd, Port Sanilac, MI 48469, USA",0,,43.4725852,-82.5586955
231,Golden Hawk Golf Course,Golf Course,"Meisner Ln, Casco, MI 48064, USA",0,,42.7497267,-82.7095929
232,Black River Country Club ,Golf Course,"3300 Country Club Dr, Port Huron, MI 48060, USA",0,,43.0099299,-82.4689793
233,Bird Creek Golf Club,Golf Course,"7850 N Van Dyke Rd, Port Austin, MI 48467, USA",0,,44.021484,-82.998108
234,Belle River Golf & Country Club,Golf Course,"12564 Belle River Rd, Memphis, MI 48041, USA",0,,42.9279975,-82.8203125
235,Albion College ,College/University,"611 E Porter St, Albion, MI 49224, USA",0,https://www.albion.edu/,42.2441274,-84.7451858
236,Crystal Mountain,Sports Complex,"12500 Crystal Mountain Dr, Thompsonville, MI 49683, USA",0,,44.5193916,-85.9909062
237,Centre Ice Arena,Sports Complex,"1600 Chartwell Dr, Traverse City, MI 49696, USA",0,,44.7087079,-85.5446429
238,Hickory Hills Skiing and Disc Golf,Recreation Center,"2000 Randolph St, Traverse City, MI 49684, USA",0,,44.7681481,-85.6606
239,Pickens Field,Parks & Rec,"309 W Pickard St, Mt Pleasant, MI 48858, USA",0,,43.6116829,-84.7820871
240,Beal City High School,Public (K-12) School,"3117 Elias St, Mt Pleasant, MI 48858, USA",0,,43.6703228,-84.9095244
241,A-ga-ming Golf Resort,Golf Course,"627 Ag A Ming Dr, Kewadin, MI 49648, USA",0,,45.0237998,-85.3347227
242,KidsSports USA,Recreation Center,"6712 Financial Parkway, Kalamazoo, MI 49009, USA",0,https://www.branchgymnastics.com/,42.2436572,-85.6811439
243,Nancy Moore Park,Parks & Rec,"1960 Gaylord C Smith Ct, East Lansing, MI 48823, USA",0,,42.7364733,-84.4208569
244,Kimball Pines County Park,Parks & Rec,"1150 E Michigan Ave, Battle Creek, MI 49014, USA",0,,42.3093065,-85.1275149
245,Daniel Gracie Grand Rapids,Sports Complex,"131 Division Ave S, Grand Rapids, MI 49503, USA",0,https://www.danielgraciegrandrapids.com/,42.9600062,-85.6680885
246,Griff's Georgetown,Arena,"8500 48th Ave, Hudsonville, MI 49426, USA",0,,42.9237057,-85.9018603
247,Maplewood Youth Complex,Sports Complex,"College Ave & E 35th St, Holland, MI 49423, USA",300,,,
248,Quincy Little League/Soccer Complex,Sports Complex,"4260 144th Ave, Holland, MI 49424, USA",0,,42.8475042,-86.1350861
249,Quincy Softball Park,Sports Complex,"14025 Quincy St, Holland, MI 49424, USA",0,,42.84122929999999,-86.12870099999999
250,Helder Park,Sports Complex,"3751 104th Ave, Zeeland, MI 49464, USA",0,,42.83787,-86.03935299999999
251,Jim Kaat Baseball Park,Sports Complex,"10660 Quincy St, Zeeland, MI 49464, USA",0,,42.84043380000001,-86.04588989999999
252,Griff's Icehouse West,Sports Complex,"4444 Holland Ave, Holland, MI 49424, USA",0,,42.8492955,-86.0908656
253,EXPRESSIONS in Motion Dance & Gymnastics,Sports Complex,"903 N Euclid Ave, Bay City, MI 48706, USA",0,,43.6125537,-83.9164417
254,Foutch's Strike Zone,Sports Complex,"1483 Linden Rd, Flint, MI 48532, USA",0,,43.0034234,-83.7714989
255,DeVos Place,Convention Center,"303 Monroe Ave NW, Grand Rapids, MI 49503, USA",0,https://www.devosplace.org/,42.9685867,-85.6733453
256,Bullpen Sports,Sports Complex,"3801 Lapeer Rd, Flint, MI 48503, USA",0,,43.0105697,-83.6367994
257,Vasa Pathway,Other,"4450 Bartlett Rd, Williamsburg, MI 49690, USA",0,,44.7548415,-85.49540449999999
258,TART Trails,Other,"N Four Mile Rd, Traverse City, MI 49685, USA",0,,44.716459,-85.5363259
259,Ranch Rudolf,Parks & Rec,"6841 Brown Bridge Rd, Traverse City, MI 49696, USA",0,,44.6578674,-85.4371141
260,Frankfort Public Beach and Playground,Other,"Frankfort, MI 49635, USA",0,,44.6336096,-86.23453959999999
261,Clinch Park,Parks & Rec,"111 E Grandview Pkwy, Traverse City, MI 49684, USA",0,,44.7657955,-85.6214839
262,Boardman Lake Trail,Parks & Rec,"Hannah Ave, Traverse City, MI 49686, USA",0,,44.7550645,-85.5959334
263,Betsie Valley Trail,Other,"7200 Crystal Ave, Beulah, MI 49617, USA",0,,44.62779159999999,-86.0957566
264,Moran Park,Parks & Rec,"W 22nd St, Holland, MI 49423, USA",50,https://www.cityofholland.com/Facilities/Facility/Details/Joseph-Moran-Park-10,42.7774866,-86.1229234
265,Millennium Park,Parks & Rec,"1415 Maynard Ave SW, Walker, MI 49534, USA",0,,42.9390563,-85.7449128
266,Bouws Community Pool,Aquatic Center,"365 Fairbanks Ave, Holland, MI 49423, USA",0,,42.7837308,-86.0907462
267,Riley Trails,Parks & Rec,"16300 Riley St, Holland, MI 49424, USA",0,,42.821576,-86.18561199999999
268,Bam!,Recreation Center,"478 E 16th St, Holland, MI 49423, USA",0,,42.7809572,-86.08533279999999
269,Craig's Cruisers,Recreation Center,"651 Chicago Dr, Holland, MI 49423, USA",0,,42.7986844,-86.0800632
270,Northland Lanes,Recreation Center,"308 N River Ave, Holland, MI 49424, USA",0,,42.8070481,-86.1170796
271,Tunnel Park,Parks & Rec,"66 Lakeshore Dr, Holland, MI 49424, USA",0,,42.79897500000001,-86.2089536
272,Holland State Park,Parks & Rec,"2215 Ottawa Beach Rd, Holland, MI 49424, USA",0,,42.77267519999999,-86.21245479999999
273,Pere Marquette Rail Trail,Parks & Rec,"415 W Irish St, Sanford, MI 48657, USA",0,,43.682255,-84.382357
274,Winstrom Park,Parks & Rec,"1774 Perry St, Holland, MI 49424, USA",0,,42.7953498,-86.18170219999999
275,Anchorage Marina,Other,"1800 Ottawa Beach Rd, Holland, MI 49424, USA",0,,42.7925323,-86.1868634
276,Adams Street Landing,Parks & Rec,"10363 Adams St, Holland, MI 49423, USA",0,,42.7842116,-86.0392567
277,Pine Bend,Parks & Rec,"15400 Polk St, West Olive, MI 49460, USA",0,,42.9124263,-86.1676652
278,Mundy Miracle Commons,Parks & Rec,"1286 W Hill Rd, Flint, MI 48507, USA",0,,42.94523299999999,-83.703136
279,Grand Blanc Gymnastics,Gymnastics Center,"3166 Tri Park Dr, Grand Blanc, MI 48439, USA",0,https://www.grandblancgymnastics.com/,42.9236282,-83.64565499999999
280,EPIC Gymnastics Center,Gymnastics Center,"3650 Miller Rd, Flint, MI 48507, USA",0,https://www.epicflipsandfun.com/,42.9856415,-83.7516958
281,Peabody Ice Climbing Club,Other,"12326 Foley Rd, Fenton, MI 48430, USA",0,,42.7455681,-83.7125011
282,Tri County Ninja,Fitness Center,"14283 Fenton Rd, Fenton, MI 48430, USA",0,,42.8206756,-83.7060892
283,Insight Health & Fitness Center,Fitness Center,"4500 Saginaw St, Flint, MI 48507, USA",0,,42.9831917,-83.676239
284,The Dive Shop,Other,"4020 Corunna Rd, Flint, MI 48532, USA",0,,43.0025139,-83.7537351
285,Turtle Creek,Golf Course,"9044 R-Drive S, Union City, MI 49094, USA",0,,42.1160018,-85.1193686
286,Calder Plaza ,Parks & Rec,"525 Ottawa Ave NW, Grand Rapids, MI 49503, USA",0,,42.9727191,-85.6704711
287,Grace MacDonald Park,Sports Complex,"131 E Arbutus Lake Rd, Traverse City, MI 49696, USA",0,,44.6835347,-85.5119503
288,Arctic Coliseum Ice Arena,Sports Complex,"501 Coliseum Dr, Chelsea, MI 48118, USA",0,https://www.arcticcoliseum.net/,42.3014112,-84.0281428
289,Ann Arbor Ice Cube,Sports Complex,"2121 Oak Valley Dr, Ann Arbor, MI 48103, USA",0,https://www.a2ice3.com/,42.2543607,-83.77816639999999
290,Diamonds Sports Training Academy,Sports Complex,"3470 Roger B Chaffee Memorial Blvd SE, Grand Rapids, MI 49548, USA",0,https://diamondstraining.com/,42.9011247,-85.65171060000002
291,MSA Sports Spot,Sports Complex,"3701 32nd St SE, Kentwood, MI 49512, USA",0,https://michigansportsacademies.com/,42.906619,-85.5769957
292,Southside Ice Arena ,Arena,"566 100th St SW, Byron Center, MI 49315, USA",0,,42.7813501,-85.6773573
293,Kelly Family Sports Center ,Sports Complex,"Kelly Family Sports Center, 10564 Laker Village Dr, Allendale, MI 49401, USA",0,,42.96709130000001,-85.8925917
294,The Mack Athletic Complex,Sports Complex,"4300 Marseilles St, Detroit, MI 48224, USA",0,,42.4048421,-82.9180099
295,Midwest Athletics Basketball City,Sports Complex,"16400 Eastland St, Roseville, MI 48066, USA",0,,42.5126318,-82.95376859999999
296,Ford Community and Performing Arts Center,Sports Complex,"15801 Michigan Ave, Dearborn, MI 48126, USA",0,,42.3139794,-83.19721849999999
297,Ford Field,Sports Complex,"2000 Brush St, Detroit, MI 48226, USA",0,,42.339924,-83.0451995
298,Dearborn Ice Skating Center,Sports Complex,"14900 Ford Rd, Dearborn, MI 48126, USA",0,,42.330353,-83.1891823
299,Comerica Park,Sports Complex,"2100 Woodward Ave, Detroit, MI 48201, USA",0,,42.3391886,-83.04947829999999
300,TCF Center,Convention Center,"Washington Blvd, Detroit, MI 48226, USA",0,,42.3314915,-83.0508081
301,Calihan Hall,Sports Complex,"4001 W McNichols Rd, Detroit, MI 48221, USA",0,,42.4158721,-83.1386907
302,Taylor Sportsplex,Sports Complex,"13333 Telegraph Rd, Taylor, MI 48180, USA",0,,42.2094624,-83.2661553
303,The Corner Ballpark,Sports Complex,"1680 Michigan Ave, Detroit, MI 48216, USA",0,,42.3324871,-83.0690229
304,Lexus Velodrome,Sports Complex,"601 Mack Ave, Detroit, MI 48201, USA",0,,42.3504489,-83.0507832
305,Detroit Athletic Club,Arena,"241 Madison St, Detroit, MI 48226, USA",0,,42.3381171,-83.0469614
306,Herrick Recreation Area,Sports Complex,"6320 E Herrick Rd, Clare, MI 48617, USA",0,,43.8020844,-84.7196787
307,Island Park,Sports Complex,"331 S Main St, Mt Pleasant, MI 48858, USA",0,,43.6067871,-84.7770425
308,McDonald Park,Sports Complex,"Mt Pleasant, MI 48858, USA",0,,43.59780749999999,-84.7675139
309,Adventure Water Sports,Sports Complex,"141 Dunkley Ave, South Haven, MI 49090, USA",0,,42.4075943,-86.2716835
310,Arvesta Sports Complex,Sports Complex,"06464 Arvesta Drive, South Haven, MI 49090, USA",0,,42.4030865,-86.2736407
311,Outpost Sports,Sports Complex,"114 Dyckman Ave, South Haven, MI 49090, USA",0,,42.4075653,-86.2772952
312,Scotts Mill County Park,Sports Complex,"3166 Tri Park Dr, Grand Blanc, MI 48439, USA",0,https://www.letsplaysoccer.com/,42.9236282,-83.64565499999999
313,Echo Valley Winter Sports Park,Sports Complex,"8495 E H Ave, Kalamazoo, MI 49048, USA",0,https://www.echovalleyfun.com/,42.3196603,-85.4626973
314,K-Zoo Skate Zoo Skatepark,Sports Complex,"1502 Ravine Rd, Kalamazoo, MI 49004, USA",0,https://www.skatezoo.com/,42.3075075,-85.606462
315,Kalamazoo Community Soccer Complex,Sports Complex,"901 S Drake Rd, Kalamazoo, MI 49006, USA",0,https://www.wmysa.org/uploads/1/0/8/6/108613993/kalamazoo_field_maps.pdf,42.284464,-85.6480429
316,Kalamazoo Curling Club,Sports Complex,"3600 Vanrick Dr, Kalamazoo, MI 49001, USA",0,https://kalamazoocurlingclub.com/,42.2539823,-85.5357942
317,Kingdom Sports,Sports Complex,"8151 Merchant Pl, Portage, MI 49002, USA",0,https://www.kicsports.net/,42.200601,-85.54654219999999
318,Miracle Field of Southwest Michigan,Sports Complex,"12935 US-131, Schoolcraft, MI 49087, USA",0,,42.1296838,-85.63481829999999
319,Portage Soccer Complex,Sports Complex,"4422 Bishop Ave, Portage, MI 49002, USA",0,https://portagesoccer.com/portage-soccer-complex,42.2121622,-85.5364378
320,S2 Ice Arena,Sports Complex,"5076 Sports Dr, Kalamazoo, MI 49009, USA",0,https://www.rinktime.com/,42.2440842,-85.67511060000001
321,US 131 Motorsports Park,Sports Complex,"1249 12th St, Martin, MI 49070, USA",0,https://www.us131msp.com/,42.5137076,-85.6578387
322,Versluis/Dickinson Softball Complex,Sports Complex,"1924 Douglas Ave, Kalamazoo, MI 49007, USA",0,,42.310152,-85.60280449999999
323,Zeigler Motorsports Action Park,Sports Complex,"5001 Park Cir Dr, Kalamazoo, MI 49001, USA",0,https://zagmoto.com/,42.2518164,-85.53002169999999
324,YMCA of Saginaw,Sports Complex,"1915 Fordney St, Saginaw, MI 48601, USA",0,,43.4110434,-83.9626948
325,Saginaw Bay Youth Athletic Organization,Sports Complex,"901 Salzburg Ave, Bay City, MI 48706, USA",0,,43.5797979,-83.9128417
326,Harvey Randall Wickes (West),Sports Complex,"7431 McCarty Rd, Saginaw, MI 48603, USA",0,,43.4660917,-84.0618114
327,Harvey Randall Wickes (East),Sports Complex,"3599 Hospital Rd, Saginaw, MI 48603, USA",0,,43.4618094,-84.0526411
328,Dow Bay Area Family Y,Sports Complex,"225 Washington Ave, Bay City, MI 48708, USA",0,,43.5920512,-83.8891925
329,Center Courts,Sports Complex,"3320 N Center Rd, Saginaw, MI 48603, USA",0,,43.4557556,-84.01388020000002
330,Can-Amera Park,Sports Complex,"4000 Weiss St, Saginaw, MI 48603, USA",0,,43.4418689,-83.995583
331,Bay County Civic Arena,Sports Complex,"4231 Shrestha Dr, Bay City, MI 48706, USA",0,,43.6180047,-83.90932430000001
332,Great Lake to Lake Trail,Sports Complex,"1213 Center St, Lansing, MI 48906, USA",0,,42.7478011,-84.5483047
333,Mount Hope Park,Sports Complex,"7419 E Mt Hope Hwy, Grand Ledge, MI 48837, USA",0,,42.712476,-84.6930605
334,Break'n Waves,Sports Complex,"1469 N. US 31 N, Traverse City, MI 49686, USA",0,,45.3911389,-84.9036737
335,140 Ice Den,Sports Complex,"970 Grand Oaks Dr, Howell, MI 48843, USA",0,,42.5874366,-83.8864767
336,High Flyers Sports Arena,Arena,"960 Victory Dr, Howell, MI 48843, USA",0,,42.5877255,-83.8947558
337,Kensington Valley Ice House,Sports Complex,"10540 Citation Dr, Brighton, MI 48116, USA",0,,42.5194743,-83.7429889
338,Legacy Center Sports Complex,Sports Complex,"9299 Goble Dr, Brighton, MI 48116, USA",0,,42.4678481,-83.7619697
339,Libke Fields,Sports Complex,"2029 Van Tyle Rd, Gaylord, MI 49735, USA",0,,45.0175905,-84.6832395
340,JC Charters,Sports Complex,"2223 S Shore Dr, Macatawa, MI 49434, USA",0,,42.7689824,-86.19926219999999
341,Ella Mae Power Park,Sports Complex,"45175 W 10 Mile Rd, Novi, MI 48375, USA",0,,42.465423,-83.4872745
342,Otsego County Sportsplex,Sports Complex,"1250 Gornick Ave, Gaylord, MI 49735, USA",0,,45.0122751,-84.6818832
343,Kellogg Arena,Arena,"1 McCamly St S, Battle Creek, MI 49017, USA",0,,42.3190204,-85.1853333
344,Marshall Athletic Fields,Sports Complex,"1113 W Michigan Ave, Marshall, MI 49068, USA",0,,42.2715928,-84.97761679999999
345,The Rink,Sports Complex,"75 Houston St, Battle Creek, MI 49017, USA",0,,42.3198343,-85.1896474
346,Nancy G. Held G Equestrian Center,Sports Complex,"11039 29 Mile Rd, Albion, MI 49224, USA",0,,42.2315712,-84.74204399999999
347,Crystal Farms Equestrian,Sports Complex,"15203 C-Drive S, Marshall, MI 49068, USA",0,,42.2255156,-84.9953994
348,Bowlero Lanes Fun Center,Sports Complex,"775 W Columbia Ave, Battle Creek, MI 49015, USA",0,,42.2977788,-85.21312119999999
349,Battle Creek Bombers Baseball,Sports Complex,"1392 Capital Ave NE, Battle Creek, MI 49017, USA",0,,42.3395049,-85.15182539999999
350,Battle Creek  YMCA,Sports Complex,"182 Capital Ave NE, Battle Creek, MI 49017, USA",0,,42.3215216,-85.1756187
351,Anderson Athletic Center,Sports Complex,"1200 Academy St, Kalamazoo, MI 49006, USA",0,,42.290658,-85.601255
352,Troy Sports Center,Sports Complex,"1819 E Big Beaver Rd, Troy, MI 48083, USA",0,,42.5653402,-83.11178269999999
353,Suburban Ice Macomb,Sports Complex,"54755 Broughton Rd, Macomb, MI 48042, USA",0,,42.7001643,-82.921078
354,Athletics Center O'rena,Sports Complex,"318 Meadow Brook Rd, Rochester, MI 48309, USA",0,,42.6744159,-83.2173353
355,Ultimate Soccer Arenas,Sports Complex,"867 S Blvd E, Pontiac, MI 48341, USA",0,,42.6208994,-83.2539461
356,Total Sports Park,Sports Complex,"65665 Powell Rd, Washington, MI 48095, USA",0,,42.778428,-83.001201
357,Onyx Ice Arena,Sports Complex,"52999 Dequindre Rd, Rochester Hills, MI 48307, USA",0,,42.6816587,-83.0958465
358,Oakland Yard Athletics,Sports Complex,"5328 Highland Rd, Waterford Twp, MI 48327, USA",0,,42.6623684,-83.3931273
359,The Sports Club of West Bloomfield ,Sports Complex,"6343 Farmington Rd, West Bloomfield Township, MI 48322, USA",0,,42.5445597,-83.3786885
360,Basketball America,Sports Complex,"257 E Clarkston Rd, Orion Charter Township, MI 48362, USA",0,,42.768273,-83.2355551
361,Elite Sportsplex,Sports Complex,"2220 Mall Dr E, Waterford Twp, MI 48328, USA",0,,42.6488229,-83.33030579999999
362,Evolution Sportsplex,Sports Complex,"141 S Opdyke Rd, Auburn Hills, MI 48326, USA",0,,42.6328719,-83.247757
363, HIGH PERFORMANCE TRAINING,Sports Complex,"3180 Summers Rd, Keego Harbor, MI 48320, USA",0,,42.6013081,-83.3478267
364,Westgate Bowl,Recreation Center,"4486 Alpine Ave NW, Comstock Park, MI 49321, USA",0,,43.0453925,-85.68933559999999
365,Whistlestop Park ,Parks & Rec,"2120 76th St SW, Byron Center, MI 49315, USA",0,,42.8213269,-85.7169119
366,East Kentwood ,Public (K-12) School,"6230 Kalamazoo Ave SE, Kentwood, MI 49508, USA",0,,42.8504358,-85.61983
367,Detroit Riverfront,Parks & Rec,"600 Renaissance Center, Detroit, MI 48243, USA",0,,42.3301655,-83.0383193
368,Bell Isle,Parks & Rec,"99 Pleasure Dr, Detroit, MI 48207, USA",0,,42.3377033,-82.9989865
369,TPC Michigan,Golf Course,"1 Nicklaus Dr, Dearborn, MI 48120, USA",0,,42.3068588,-83.2037472
370,Country Club of Detroit,Golf Course,"220 Country Club Dr, Grosse Pointe Farms, MI 48236, USA",0,,42.4147006,-82.8939218
371,Detroit Golf Club,Golf Course,"17911 Hamilton Rd, Highland Park, MI 48203, USA",0,,42.42177,-83.124195
372,Wayne State University New Basketball Facility,College/University,"42 W Warren Ave, Detroit, MI 48202, USA",0,,42.35699229999999,-83.065201
373,Tom Adams Field,College/University,"42 W Warren Ave, Detroit, MI 48202, USA",0,,42.35699229999999,-83.065201
374,Thunderbowl Lanes,Recreation Center,"4200 Allen Rd, Allen Park, MI 48101, USA",0,,42.2705276,-83.1985578
375,Yuba Creek Trail,Other,"Yuba Rd, Acme Township, MI 49690, USA",0,,44.8160406,-85.4445555
376,Whitewater Township Park,Parks & Rec,"9500 Park Rd, Williamsburg, MI 49690, USA",0,,44.8171816,-85.3900438
377,Whaleback Natural Area,Other,"1639 N Manitou Trail, Leland, MI 49654, USA",0,,45.0059491,-85.76760159999999
378,West End Beach,Other,"716 W Grandview Pkwy, Traverse City, MI 49684, USA",0,,44.7696482,-85.63479530000001
379,Van's Beach,Other,"Van's Beach, 205 Cedar St, Leland, MI 49654, USA",0,,45.0222705,-85.76246619999999
380,Upper Herring Lake Nature Preserve,Other,"M-22, Frankfort, MI 49635, USA",0,,44.6335553,-86.2307166
381,Uncommon Adventures,Other,"6721 Grace Rd, Benzonia, MI 49616, USA",0,,44.6051626,-86.1066457
382,Traverse Bay Parasail,Other,"1775 N U.S. 31 N, Traverse City, MI 49686, USA",0,,45.3953565,-84.8944209
383,Trapp Farm Nature Preserve,Other,"371 N Eldridge Rd, Beulah, MI 49617, USA",0,,44.6348555,-86.0848153
384,Tiny Bubbles Charters,Other,"15 4th St, Frankfort, MI 49635, USA",0,,44.63158560000001,-86.2398653
385,Timbers Recreation Area,Parks & Rec,"7997-7825, Timbers Trail, Traverse City, MI 49685, USA",0,,44.7393541,-85.7412633
386,Timberlee Hills,Recreation Center,"10484 S Timberlee Dr, Traverse City, MI 49684, USA",0,,44.8231017,-85.70692149999999
387,Taylor Park,Parks & Rec,"9339 N Long Lake Rd, Traverse City, MI 49685, USA",0,,44.747355,-85.7637408
388,Talon Sport Fishing Charters,Other,"292 S Zimmerman Rd, Beulah, MI 49617, USA",0,,44.627438,-86.01992159999999
389,Suttons Bay Beach,Other,"416 Front St, Suttons Bay, MI 49682, USA",0,,44.9777183,-85.6490086
390,Storm Hawk Sport Fishing,Other,"Parking on West side of, 12935 S W Bay Shore Dr, Traverse City, MI 49684, USA",0,,44.87616,-85.6494512
391,Silver Lake Recreation Area,Other,"1785 N East Silver Lake Rd, Traverse City, MI 49685, USA",0,,44.71407440000001,-85.6807271
392,Showtime Xtreme Fishing Charters,Aquatic Center,"Parking on West side of, 12935 S W Bay Shore Dr, Traverse City, MI 49684, USA",0,,44.87616,-85.6494512
393,Sedge Meadow & Woodland Trails,Other,"6500 Alden Hwy, Bellaire, MI 49615, USA",0,,44.9038845,-85.22110719999999
394,Scuba North,Aquatic Center,"833 S Garfield Ave, Traverse City, MI 49686, USA",0,,44.75232,-85.59429399999999
395,Sayler Park,Parks & Rec,"Yuba Park Rd, Acme Township, MI 49690, USA",0,,44.8258701,-85.4592323
396,Sand Lakes Quiet Area,Other,"Broomhead Rd, Williamsburg, MI 49690, USA",0,,44.7277778,-85.3736899
397,Railroad Point Natural Area,Parks & Rec,"3860 N Long Lake Rd, Traverse City, MI 49684, USA",0,,44.7569623,-85.6527467
398,Pyatt Lake Nature Preserve,Parks & Rec,"Peninsula Dr, Traverse City, MI 49686, USA",0,,44.7734616,-85.5912256
399,Pirate's Cove Adventure Park,Parks & Rec,"1710 US-31, Traverse City, MI 49686, USA",0,,44.7451249,-85.5420085
400,Penfold Park,Parks & Rec,"1098 Lakeside Blvd, Elberta, MI 49628, USA",0,,44.6220978,-86.2392033
401,Palmer Woods Forest Reserve,Other,"6096 S Wheeler Rd, Maple City, MI 49664, USA",0,,44.8917644,-85.91459619999999
402,Palizzari Natural Area,Parks & Rec,"6852 Center Rd, Traverse City, MI 49686, USA",0,,44.7863498,-85.5669992
403,Paddle TC,Aquatic Center,"199 E Grandview Pkwy, Traverse City, MI 49684, USA",0,,44.7661319,-85.620008
404,Portman Nature Preserve,Other,"49th Ave, Paw Paw Township, MI 49079, USA",0,,42.2406363,-85.9036434
405,Porter Legacy Dunes,Other,"18th Ave, South Haven Charter Twp, MI 49090, USA",0,,42.3526602,-86.2957186
406,Oak Street Beach,Other,"375 N Shore Dr, South Haven, MI 49090, USA",0,,42.4122895,-86.27621169999999
407,Michigan Horse Trails,Other,"546 Phoenix St, South Haven, MI 49090, USA",0,,42.4029224,-86.2719214
408,Maykin Baykin Charters,Other,"300 Oak St, South Haven, MI 49090, USA",0,,42.4121222,-86.2693831
409,Lured Inn Charters,Other,"300 Oak St, South Haven, MI 49090, USA",0,,42.4121222,-86.2693831
410,Lawton Golf Club - Pin High Golf Course,Golf Course,"1020 N Main St, Lawton, MI 49065, USA",0,,42.1775461,-85.85144679999999
411,IT-IL-DO Charter,Other,"345 Water St, South Haven, MI 49090, USA",0,,42.4031229,-86.27810819999999
412,HookUp Sportfishing Charters,Other,"300 Oak Street Slip #80, South Haven, MI 49090, USA",0,,,
413,Hood Outdoors,Other,"07078 73.50 St, South Haven, MI 49090, USA",0,,42.3922082,-86.25514249999999
414,Spectrum  Lanes ,Recreation Center,"5656 Clyde Park Ave SW, Wyoming, MI 49509, USA",0,,42.8610488,-85.6825831
415,Jenison High School,Public (K-12) School,"2140 Bauer Rd, Jenison, MI 49428, USA",0,,42.9202671,-85.8369146
416,UM Canham Natatorium,College/University,"500 E Hoover Ave, Ann Arbor, MI 48104, USA",0,,42.2694901,-83.7433517
417,U-M Varsity Tennis Center,College/University,"2250 S State St, Ann Arbor, MI 48104, USA",0,,42.2533856,-83.74332079999999
418,EMU Oestrike Stadium,College/University,"2051 Huron River Dr, Ypsilanti, MI 48197, USA",0,,42.2572039,-83.6487662
419,EMU Bowen Fieldhouse,College/University,"W Circle Dr, Ypsilanti, MI 48197, USA",0,,42.2482263,-83.6268257
420,Wall Park,Parks & Rec,"7185 Platt Rd, Ypsilanti, MI 48197, USA",0,,42.1808096,-83.6973301
421,Sharon Mills County Park,Parks & Rec,"5701 Sharon Hollow Rd, Manchester, MI 48158, USA",0,https://www.washtenaw.org/669/Sharon-Mills-County-Park,42.1771563,-84.0927463
422,Sandra Richardson Park,Parks & Rec,"9495 Platt Rd, Milan, MI 48160, USA",0,,42.1502564,-83.6963689
423,Saline High School,Public (K-12) School,"1300 Campus Pkwy, Saline, MI 48176, USA",0,https://www.salineschools.org/schools/saline-high-school/,42.1878464,-83.74938039999999
